ID,lat,lon,elevation
USS0020K25S,39.14,-120.22,6745
USS0014K05S,39.13,-114.96,9200
USS0013C43S,46.27,-113.16,7800
USS0006H09S,41.16,-106.93,9250
USS0012M03S,37.58,-112.9,9203
USS0005P08S,35.78,-105.54,11120
USS0016D08S,45.07,-116.45,5560
USS0005M14S,37.21,-105.12,10220
USS0011E30S,44.61,-111.15,6800
USS0006H22S,41,-106.91,8950
USS0011E36S,44.53,-111.41,7710
USS0012P02S,35.14,-112.15,7180
USS0009D08S,45.05,-109.91,8700
USS0021C28S,46.64,-121.38,4440
USS0010K02S,39.96,-110.99,8641
USS0011M03S,37.84,-111.88,9640
USS0009S18S,33.76,-109.48,7850
USS0012G17S,42.76,-112.48,6490
USS0010G23S,42.82,-110.84,8080
USS0006J05S,40.35,-106.09,9540
USS0005J40S,40.43,-105.73,10700
USS0015G02S,42.01,-115,7120
USS0005G05S,42.28,-105.58,7900
USS0018D21S,45.07,-118.15,5630
USS0006M17S,37.48,-106.8,11000
USS0009E08S,44.8,-109.66,7650
USS0012B17S,47.45,-112.81,5960
USS0010S01S,33.81,-110.92,6900
USS0009F18S,43.93,-109.82,8350
USS0011C04S,46.35,-111.85,6880
USS0014F19S,43.77,-114.42,6310
USS0011J37S,40.87,-111.72,7250
USS0021B59S,47.28,-121.47,3230
USS0021B21S,47.36,-121.57,2920
USS0021B20S,47.33,-121.47,2990
USS0013C01S,47,-113.93,7400
USS0009S06S,33.69,-109.22,7990
USS0012C22S,46.84,-112.51,7020
USS0008M10S,37.44,-108.02,10785
USS0008M02S,37.43,-108.17,10000
USS0012J09S,40.57,-112.17,7093
USS0012M26S,37.52,-112.27,8900
USS0021B48S,47.78,-121.7,3500
USS0021A31S,48.87,-121.79,4030
USS0021A32S,48.69,-121.91,3040
USS0021B17S,47.3,-121.6,3810
USS0021B60S,47.68,-121.61,3310
USS0006J18S,40.23,-106.6,9240
USS0005M16S,37.85,-105.44,9649
USS0013E16S,44.85,-113.84,8630
USS0011D28S,45.6,-111.96,8300
USS0009A01S,48.17,-109.65,4700
USS0015A05S,48.98,-115.82,4250
USS0010C15S,46.67,-110.33,7600
USS0003E05S,44.21,-103.79,6130
USS0005P04S,35.7,-105.81,8210
USS0005P09S,35.77,-105.78,11445
USS0008G10S,42.59,-108.9,9700
USS0011E07S,44.66,-111.09,6700
USS0022D03S,45.45,-122.03,2690
USS0013F13S,43.73,-113.83,9520
USS0011P08S,35.34,-111.65,9730
USS0021B62S,47.07,-121.59,2250
USS0010D10S,45.87,-110.93,6550
USS0013C36S,46.13,-113.31,7200
USS0007E32S,44.58,-107.2,7990
USS0015A12S,48.13,-115.62,5100
USS0008P03S,35.23,-108.27,8460
USS0005N19S,36.47,-105.19,10180
USS0005K26S,39.57,-105.8,10960
USS0005K27S,39.66,-105.59,10600
USS0005K28S,39.44,-105.91,10600
USS0006K16S,39.3,-106.11,11150
USS0006K43S,39.03,-106.08,10360
USS0006J38S,40.82,-106.75,9320
USS0021C40S,46.93,-121.95,3160
USS0021B63S,47.04,-121.94,4170
USS0023B16S,47.87,-123.08,4010
USS0009F28S,43.38,-109.88,9820
USS0021G04S,42.21,-121.13,4890
USS0049M08S,61.07,-149.48,2350
USS0046Q02S,65.12,-146.73,2000
USS0046Q01S,65.25,-146.15,2800
USS0045Q02S,65.08,-145.87,1850
USS0046P01S,64.85,-146.21,3100
USS0045P03S,64.95,-145.52,1640
USS0044Q07S,65.1,-144.93,2850
USS0049L13S,60.78,-149.18,1880
USS0049L19S,60.62,-149.53,1400
USS0049L09S,60.61,-149.06,1100
USS0050S01S,67.25,-150.18,1040
USS0049L10S,60.39,-149.69,1200
USS0045O04S,63.94,-145.4,1240
USS0049L14S,60.26,-149.34,700
USS0050L02S,60.73,-150.48,300
USS0050N07S,62.13,-150.04,375
USS0011R05S,34.75,-111.41,7630
USS0005K21S,39.76,-105.91,10400
USS0011J68S,40.93,-111.81,7740
USS0011J69S,40.83,-111.76,6700
USS0023B17S,47.94,-123.43,5010
USS0020A41S,48.57,-120.78,3930
USS0020H02S,41.89,-120.75,5170
USS0016F02S,43.76,-116.1,6340
USS0016E14S,44.38,-116.34,4920
USS0009D21S,45.24,-109.46,5880
USS0004E07S,44.49,-104.41,5910
USS0011M06S,37.97,-111.83,10049
USS0017C04S,46.18,-117.54,5700
USS0017C06S,46.24,-117.39,4000
USS0051K15S,59.35,-151.85,300
USS0016A12S,48.89,-116.76,5040
USS0016C02S,46.81,-116.85,4700
USS0021A01S,48.88,-121.26,3630
USS0010J17S,40.89,-110.83,8777
USS0021A07S,48.86,-121.44,5270
USS0021A09S,48.76,-121.7,3520
