time,prec,swe,empty,tmin,tmax,lat,lon,siteID,data10
20170101,25.4,416.56,0,-8.33888888888889,-5.47777777777778,43.8,-121.95,5540,545
20170102,2.54,441.96,0,-13.4888888888889,-6.62222222222222,43.8,-121.95,5540,545
20170103,10.16,444.5,0,-15.2055555555556,-11.2,43.8,-121.95,5540,545
20170104,7.62,454.66,0,-20.3555555555556,-11.7722222222222,43.8,-121.95,5540,545
20170105,0,462.28,0,-20.3555555555556,-10.6277777777778,43.8,-121.95,5540,545
20170106,2.54,459.74,0,-23.7888888888889,-9.48333333333333,43.8,-121.95,5540,545
20170107,25.4,462.28,0,-18.0666666666667,0.816666666666666,43.8,-121.95,5540,545
20170108,25.4,487.68,0,-2.61666666666667,1.38888888888889,43.8,-121.95,5540,545
20170109,17.78,513.08,0,-4.90555555555556,-2.04444444444444,43.8,-121.95,5540,545
20170110,30.48,530.86,0,-3.76111111111111,0.244444444444443,43.8,-121.95,5540,545
20170111,10.16,561.34,0,-15.2055555555556,-1.47222222222222,43.8,-121.95,5540,545
20170112,0,571.5,0,-16.9222222222222,-4.33333333333333,43.8,-121.95,5540,545
20170113,0,571.5,0,-13.4888888888889,-4.90555555555556,43.8,-121.95,5540,545
20170114,0,571.5,0,-14.6333333333333,-4.33333333333333,43.8,-121.95,5540,545
20170115,0,568.96,0,-13.4888888888889,-0.327777777777778,43.8,-121.95,5540,545
20170116,2.54,568.96,0,-8.91111111111111,0.816666666666666,43.8,-121.95,5540,545
20170117,2.54,568.96,0,-6.62222222222222,1.38888888888889,43.8,-121.95,5540,545
20170118,20.32,571.5,0,-2.04444444444444,1.96111111111111,43.8,-121.95,5540,545
20170119,5.08,584.2,0,-4.33333333333333,0.816666666666666,43.8,-121.95,5540,545
20170120,10.16,589.28,0,-3.76111111111111,0.244444444444443,43.8,-121.95,5540,545
20170121,7.62,596.9,0,-6.05,-0.900000000000001,43.8,-121.95,5540,545
20170122,5.08,604.52,0,-5.47777777777778,-1.47222222222222,43.8,-121.95,5540,545
20170123,0,609.6,0,-13.4888888888889,-2.61666666666667,43.8,-121.95,5540,545
20170124,0,607.06,0,-17.4944444444444,-2.04444444444444,43.8,-121.95,5540,545
