time,prec,swe,empty,tmin,tmax,lat,lon,siteID,data10
20170101,0,71.12,0,-18.6388888888889,-2.61666666666667,44.03,-109.18,7950,819
20170102,0,71.12,0,-27.2222222222222,-16.9222222222222,44.03,-109.18,7950,819
20170103,0,71.12,0,-28.9388888888889,-11.7722222222222,44.03,-109.18,7950,819
20170104,5.08,73.66,0,-28.9388888888889,-16.35,44.03,-109.18,7950,819
20170105,0,73.66,0,-30.6555555555556,-13.4888888888889,44.03,-109.18,7950,819
20170106,0,73.66,0,-22.6444444444444,-5.47777777777778,44.03,-109.18,7950,819
20170107,2.54,76.2,0,-18.0666666666667,0.244444444444443,44.03,-109.18,7950,819
20170108,2.54,78.74,0,-3.18888888888889,5.96666666666667,44.03,-109.18,7950,819
20170109,0,81.28,0,-5.47777777777778,5.39444444444444,44.03,-109.18,7950,819
20170110,2.54,81.28,0,-7.76666666666667,-3.18888888888889,44.03,-109.18,7950,819
20170111,0,83.82,0,-18.0666666666667,-5.47777777777778,44.03,-109.18,7950,819
20170112,0,83.82,0,-18.0666666666667,-3.18888888888889,44.03,-109.18,7950,819
20170113,0,83.82,0,-19.2111111111111,-0.900000000000001,44.03,-109.18,7950,819
20170114,0,81.28,0,-16.9222222222222,1.38888888888889,44.03,-109.18,7950,819
20170115,0,81.28,0,-14.6333333333333,1.38888888888889,44.03,-109.18,7950,819
20170116,0,81.28,0,-14.6333333333333,0.244444444444443,44.03,-109.18,7950,819
20170117,5.08,81.28,0,-10.0555555555556,8.25555555555556,44.03,-109.18,7950,819
20170118,0,86.36,0,-4.90555555555556,9.4,44.03,-109.18,7950,819
20170119,0,86.36,0,-4.33333333333333,4.25,44.03,-109.18,7950,819
20170120,0,86.36,0,-11.7722222222222,0.244444444444443,44.03,-109.18,7950,819
20170121,0,86.36,0,-12.3444444444444,0.244444444444443,44.03,-109.18,7950,819
20170122,0,86.36,0,-12.9166666666667,-0.327777777777778,44.03,-109.18,7950,819
20170123,5.08,83.82,0,-11.2,-2.61666666666667,44.03,-109.18,7950,819
20170124,0,88.9,0,-15.2055555555556,-7.19444444444444,44.03,-109.18,7950,819
20170125,0,91.44,0,-18.6388888888889,-8.33888888888889,44.03,-109.18,7950,819
20170126,0,91.44,0,-19.7833333333333,-5.47777777777778,44.03,-109.18,7950,819
20170127,0,91.44,0,-18.0666666666667,4.82222222222222,44.03,-109.18,7950,819
20170128,2.54,93.98,0,-3.18888888888889,5.96666666666667,44.03,-109.18,7950,819
20170129,0,93.98,0,-0.327777777777778,7.68333333333333,44.03,-109.18,7950,819
20170130,0,93.98,0,-2.61666666666667,7.11111111111111,44.03,-109.18,7950,819
20170131,0,93.98,0,-14.6333333333333,2.53333333333333,44.03,-109.18,7950,819
20170201,5.08,93.98,0,-18.6388888888889,-12.9166666666667,44.03,-109.18,7950,819
20170202,2.54,99.06,0,-24.3611111111111,-15.7777777777778,44.03,-109.18,7950,819
20170203,0,101.6,0,-21.5,3.67777777777778,44.03,-109.18,7950,819
20170204,0,101.6,0,-1.47222222222222,3.10555555555556,44.03,-109.18,7950,819
20170205,0,101.6,0,0.244444444444443,4.82222222222222,44.03,-109.18,7950,819
20170206,0,101.6,0,-5.47777777777778,5.39444444444444,44.03,-109.18,7950,819
20170207,10.16,101.6,0,-8.91111111111111,-0.900000000000001,44.03,-109.18,7950,819
20170208,0,111.76,0,-10.0555555555556,4.82222222222222,44.03,-109.18,7950,819
20170209,2.54,114.3,0,3.67777777777778,9.97222222222222,44.03,-109.18,7950,819
20170210,0,114.3,0,-2.04444444444444,7.11111111111111,44.03,-109.18,7950,819
20170211,0,111.76,0,-11.7722222222222,1.38888888888889,44.03,-109.18,7950,819
20170212,0,111.76,0,-11.7722222222222,5.96666666666667,44.03,-109.18,7950,819
20170213,0,111.76,0,-8.91111111111111,5.39444444444444,44.03,-109.18,7950,819
20170214,0,111.76,0,-8.91111111111111,8.82777777777778,44.03,-109.18,7950,819
20170215,0,111.76,0,-3.18888888888889,13.4055555555556,44.03,-109.18,7950,819
20170216,0,111.76,0,-1.47222222222222,13.9777777777778,44.03,-109.18,7950,819
20170217,0,111.76,0,-4.90555555555556,6.53888888888889,44.03,-109.18,7950,819
20170218,0,111.76,0,-2.61666666666667,7.11111111111111,44.03,-109.18,7950,819
20170219,0,111.76,0,-2.61666666666667,8.82777777777778,44.03,-109.18,7950,819
20170220,0,111.76,0,-4.90555555555556,5.96666666666667,44.03,-109.18,7950,819
20170221,0,111.76,0,-3.76111111111111,6.53888888888889,44.03,-109.18,7950,819
20170222,5.08,114.3,0,-7.19444444444444,1.96111111111111,44.03,-109.18,7950,819
20170223,12.7,116.84,0,-15.2055555555556,-7.19444444444444,44.03,-109.18,7950,819
20170224,0,129.54,0,-18.0666666666667,-6.05,44.03,-109.18,7950,819
20170225,2.54,129.54,0,-18.6388888888889,-5.47777777777778,44.03,-109.18,7950,819
20170226,0,132.08,0,-19.2111111111111,-4.33333333333333,44.03,-109.18,7950,819
20170227,0,132.08,0,-14.6333333333333,-3.18888888888889,44.03,-109.18,7950,819
20170228,0,132.08,0,-20.3555555555556,-4.90555555555556,44.03,-109.18,7950,819
20170301,0,132.08,0,-10.6277777777778,-0.327777777777778,44.03,-109.18,7950,819
20170302,0,132.08,0,-6.05,3.67777777777778,44.03,-109.18,7950,819
20170303,0,132.08,0,-5.47777777777778,8.82777777777778,44.03,-109.18,7950,819
20170304,0,132.08,0,-5.47777777777778,7.68333333333333,44.03,-109.18,7950,819
20170305,7.62,132.08,0,-4.90555555555556,5.39444444444444,44.03,-109.18,7950,819
20170306,0,137.16,0,-10.6277777777778,-4.33333333333333,44.03,-109.18,7950,819
20170307,0,137.16,0,-10.6277777777778,-0.900000000000001,44.03,-109.18,7950,819
20170308,0,137.16,0,-4.90555555555556,5.96666666666667,44.03,-109.18,7950,819
20170309,0,137.16,0,-5.47777777777778,7.11111111111111,44.03,-109.18,7950,819
20170310,0,137.16,0,-2.04444444444444,10.5444444444444,44.03,-109.18,7950,819
20170311,0,137.16,0,-5.47777777777778,9.4,44.03,-109.18,7950,819
20170312,0,137.16,0,-3.18888888888889,4.82222222222222,44.03,-109.18,7950,819
20170313,0,137.16,0,-2.61666666666667,9.97222222222222,44.03,-109.18,7950,819
20170314,0,137.16,0,-0.327777777777778,11.6888888888889,44.03,-109.18,7950,819
20170315,0,137.16,0,-0.900000000000001,13.9777777777778,44.03,-109.18,7950,819
20170316,0,134.62,0,-1.47222222222222,8.82777777777778,44.03,-109.18,7950,819
20170317,0,134.62,0,-3.76111111111111,8.25555555555556,44.03,-109.18,7950,819
20170318,0,132.08,0,-0.327777777777778,16.2666666666667,44.03,-109.18,7950,819
20170319,0,124.46,0,2.53333333333333,10.5444444444444,44.03,-109.18,7950,819
20170320,2.54,116.84,0,-1.47222222222222,6.53888888888889,44.03,-109.18,7950,819
20170321,0,114.3,0,-2.61666666666667,8.82777777777778,44.03,-109.18,7950,819
20170322,2.54,109.22,0,1.38888888888889,12.8333333333333,44.03,-109.18,7950,819
20170323,12.7,101.6,0,-4.33333333333333,3.10555555555556,44.03,-109.18,7950,819
20170324,0,114.3,0,-6.62222222222222,10.5444444444444,44.03,-109.18,7950,819
20170325,12.7,114.3,0,-5.47777777777778,4.82222222222222,44.03,-109.18,7950,819
20170326,0,127,0,-6.62222222222222,7.68333333333333,44.03,-109.18,7950,819
20170327,2.54,124.46,0,-4.90555555555556,7.68333333333333,44.03,-109.18,7950,819
20170328,7.62,127,0,-6.05,5.39444444444444,44.03,-109.18,7950,819
20170329,0,134.62,0,-6.05,11.1166666666667,44.03,-109.18,7950,819
