time,prec,swe,empty,tmin,tmax,lat,lon,siteID,data10
20170101,5.08,294.64,0,-14.6333333333333,-7.76666666666667,42.3,-110.68,9425,544
20170102,0,299.72,0,-17.4944444444444,-10.6277777777778,42.3,-110.68,9425,544
20170103,10.16,299.72,0,-16.9222222222222,-9.48333333333333,42.3,-110.68,9425,544
20170104,22.86,309.88,0,-16.9222222222222,-7.76666666666667,42.3,-110.68,9425,544
20170105,0,332.74,0,-23.7888888888889,-15.7777777777778,42.3,-110.68,9425,544
20170106,0,332.74,0,-20.9277777777778,-12.3444444444444,42.3,-110.68,9425,544
20170107,5.08,332.74,0,-18.6388888888889,-6.62222222222222,42.3,-110.68,9425,544
20170108,33.02,337.82,0,-8.33888888888889,-1.47222222222222,42.3,-110.68,9425,544
20170109,58.42,370.84,0,-10.0555555555556,-1.47222222222222,42.3,-110.68,9425,544
20170110,43.18,429.26,0,-10.6277777777778,-5.47777777777778,42.3,-110.68,9425,544
20170111,27.94,472.44,0,-11.2,-4.33333333333333,42.3,-110.68,9425,544
20170112,0,500.38,0,-15.7777777777778,-5.47777777777778,42.3,-110.68,9425,544
20170113,0,500.38,0,-11.7722222222222,-0.900000000000001,42.3,-110.68,9425,544
20170114,0,500.38,0,-11.7722222222222,0.244444444444443,42.3,-110.68,9425,544
20170115,0,500.38,0,-14.0611111111111,0.816666666666666,42.3,-110.68,9425,544
20170116,0,500.38,0,-12.9166666666667,-0.327777777777778,42.3,-110.68,9425,544
20170117,5.08,500.38,0,-9.48333333333333,5.96666666666667,42.3,-110.68,9425,544
20170118,0,505.46,0,-6.62222222222222,4.82222222222222,42.3,-110.68,9425,544
20170119,2.54,505.46,0,-8.33888888888889,-5.47777777777778,42.3,-110.68,9425,544
20170120,0,508,0,-11.7722222222222,-2.61666666666667,42.3,-110.68,9425,544
20170121,2.54,508,0,-10.6277777777778,-4.33333333333333,42.3,-110.68,9425,544
20170122,15.24,510.54,0,-12.3444444444444,-6.05,42.3,-110.68,9425,544
20170123,10.16,525.78,0,-11.7722222222222,-4.33333333333333,42.3,-110.68,9425,544
20170124,2.54,535.94,0,-17.4944444444444,-9.48333333333333,42.3,-110.68,9425,544
20170125,0,538.48,0,-18.6388888888889,-11.7722222222222,42.3,-110.68,9425,544
20170126,0,538.48,0,NaN,NaN,42.3,-110.68,9425,544
20170127,0,538.48,0,NaN,NaN,42.3,-110.68,9425,544
20170128,5.08,538.48,0,NaN,NaN,42.3,-110.68,9425,544
20170129,5.08,543.56,0,-7.19444444444444,1.38888888888889,42.3,-110.68,9425,544
20170130,0,548.64,0,-8.33888888888889,-0.327777777777778,42.3,-110.68,9425,544
20170131,0,548.64,0,-6.62222222222222,-1.47222222222222,42.3,-110.68,9425,544
20170201,0,548.64,0,-7.19444444444444,-3.18888888888889,42.3,-110.68,9425,544
20170202,2.54,548.64,0,-8.33888888888889,-3.18888888888889,42.3,-110.68,9425,544
20170203,12.7,551.18,0,-6.62222222222222,-0.327777777777778,42.3,-110.68,9425,544
20170204,15.24,563.88,0,-6.62222222222222,-4.33333333333333,42.3,-110.68,9425,544
20170205,5.08,579.12,0,-5.47777777777778,-0.900000000000001,42.3,-110.68,9425,544
20170206,22.86,584.2,0,-5.47777777777778,-2.61666666666667,42.3,-110.68,9425,544
20170207,40.64,607.06,0,-7.76666666666667,-2.04444444444444,42.3,-110.68,9425,544
20170208,15.24,647.7,0,-6.62222222222222,-2.04444444444444,42.3,-110.68,9425,544
20170209,15.24,662.94,0,-2.04444444444444,2.53333333333333,42.3,-110.68,9425,544
