39.93,-111.63,8044
45.04,-121.93,3420
40.4,-105.85,9030
43.52,-110.91,8200
46.58,-111.27,6650
39.01,-111.58,9020
46.62,-121.39,5800
48.3,-113.33,5930
38.88,-112.25,8734
43.57,-111.21,6720
45.42,-110.09,8830
38.51,-119.63,7736
41.87,-115.25,8360
47.99,-120.57,3590
46.11,-110.47,6500
38.49,-106.34,10760
46.35,-121.51,4510
44.16,-107.13,9480
43.51,-115.57,4800
34.37,-111.01,7930
42.32,-120.83,5720
47.88,-117.09,4700
35.92,-106.39,9500
40.37,-106.74,9400
43.66,-122.21,2680
48.52,-120.74,4890
45.46,-121.7,4410
37.89,-107.71,11200
39.45,-111.27,8988
36.7,-105.34,9850
42.57,-106.09,8400
40.11,-107.29,10340
40.88,-106.05,9700
43.9,-122.03,4950
40.55,-110.69,7886
44.01,-118.84,5290
46.36,-112.26,8000
40.44,-112.24,8704
39,-120.13,7619
46.09,-110.43,8100
45.54,-123.37,3110
45.69,-113.97,7940
48.66,-119.84,4460
43.61,-122.12,4220
42.51,-110.91,7640
41.46,-106.28,10050
41.11,-107.17,8150
44.44,-121.95,3740
47.38,-121.06,4340
46.47,-114.63,6190
45,-117.17,5400
39.02,-107.05,10700
48.37,-116.64,6090
48.37,-116.64,6090
37.65,-108.01,9100
45.19,-115.97,6540
42.52,-111.96,7850
39.31,-111.43,9904
45.53,-123.3,2060
36,-106.83,8600
42.7,-122.14,5700
41.74,-115.47,7350
46.57,-115.74,4600
46.19,-122.25,3990
43.21,-111.69,6650
44.5,-107.43,9580
46.95,-116.34,3200
44.98,-111.95,7000
45.4,-110.96,8100
32.92,-108.15,8360
42.96,-121.18,5740
33.37,-108.71,9000
42.75,-118.69,6990
46.24,-113.77,7250
42.56,-111.3,7225
37.99,-107.2,11560
40.79,-111.12,7631
44.13,-110.67,6920
42.49,-110.53,8060
43.95,-119.54,6230
43.48,-114.83,5740
42.95,-111.36,6800
38.31,-119.6,8770
41.33,-106.5,8440
37.97,-105.54,10800
42.76,-116.9,6500
42.57,-108.84,9040
46.18,-121.93,3400
46.26,-122.18,3520
38.67,-119.82,6063
42.53,-110.66,9000
37.7,-107.78,10660
46.78,-110.62,8100
44.77,-116.25,6240
47.18,-114.33,6150
39.19,-120.26,8013
43.03,-109.17,8620
48.91,-114.86,6030
47.27,-121.34,3850
44.26,-119.02,5250
40.91,-110.5,10158
47.75,-121.09,3950
43.86,-114.21,7430
40.23,-105.92,8720
42.13,-120.84,5770
40.16,-111.21,8123
37.48,-107.63,11200
44.72,-107.4,8880
42.7,-120.8,7080
43.45,-122.14,5610
39.72,-106.16,9400
47.56,-115.82,5540
46.09,-121.76,4290
43.63,-113.97,7640
44.48,-110.16,8420
44.46,-110.14,7120
39.17,-120.15,6797
42.69,-121.43,5030
41.23,-116.03,6325
45.08,-117.55,5740
44.79,-111.71,8000
40.62,-111.53,9230
44.14,-121.64,5690
44.37,-110.58,7980
48.53,-120.99,4320
44.81,-107.41,6870
44.03,-109.18,7950
40.43,-111.62,8140
44.66,-118.43,5150
43.75,-110.06,9580
41.9,-111.63,8474
46.12,-117.85,5530
40.54,-106.68,10500
42.7,-108.9,8700
40,-107.24,9700
40.68,-110.95,9992
37.35,-105.23,10860
43.63,-115.44,7770
42.76,-110.59,8500
47.23,-120.29,5480
40.74,-109.67,9518
39.3,-120.18,6509
46.14,-114.45,5600
46.14,-114.51,6400
44.15,-110.22,9240
40.03,-105.58,10300
37.72,-107.26,9400
37.49,-106.84,10200
47.29,-120.37,4330
39.62,-106.38,10300
37.49,-107.51,10880
39.94,-112.41,7401
43.8,-114.85,8960
38.07,-119.23,9445
47.92,-112.79,5600
39.14,-120.22,6745
39.13,-114.96,9200
46.27,-113.16,7800
41.16,-106.93,9250
37.58,-112.9,9203
35.78,-105.54,11120
45.07,-116.45,5560
37.21,-105.12,10220
44.61,-111.15,6800
41,-106.91,8950
44.53,-111.41,7710
35.14,-112.15,7180
45.05,-109.91,8700
46.64,-121.38,4440
39.96,-110.99,8641
