lat,lon,elev,sid
33.0099983215332,-107.870002746582,9240,1048
33.3600006103516,-107.830001831055,8500,595
33.3699989318848,-108.709999084473,9000,757
33.4000015258789,-105.790000915527,10280,1034
33.6500015258789,-109.309997558594,9020,511
33.689998626709,-109.220001220703,7990,902
33.7400016784668,-108.949996948242,8000,486
33.7999992370605,-109.150001525879,8400,416
33.810001373291,-110.919998168945,6900,877
33.9000015258789,-109.160003662109,8500,1127
33.9199981689453,-109.459999084473,9200,617
33.9799995422363,-109.5,9125,310
34.3699989318848,-111.01000213623,7930,705
34.4599990844727,-111.379997253418,7700,1140
34.4599990844727,-111.410003662109,7300,308
34.75,-111.410003662109,7630,969
34.8600006103516,-111.610000610352,6393,1212
34.939998626709,-111.519996643066,7500,640
34.9700012207031,-111.51000213623,8500,1125
35.0699996948242,-111.839996337891,7200,488
35.1399993896484,-112.150001525879,7180,861
35.2599983215332,-112.059997558594,7100,1139
35.7000007629395,-105.809997558594,8210,921
35.7700004577637,-105.779998779297,11445,922
35.7799987792969,-105.540000915527,11120,854
36,-106.830001831055,8600,744
36.0099983215332,-106.550003051758,10160,1173
36.0699996948242,-105.629997253418,10664,1254
36.1300010681152,-105.529998779297,8600,1083
36.1800003051758,-108.949996948242,9050,1138
36.189998626709,-105.559997558594,9800,491
36.25,-115.629997253418,7860,1110
36.310001373291,-115.680000305176,8626,1112
36.3199996948242,-115.699996948242,8890,1111
36.3300018310547,-109.059997558594,9200,1143
36.4099998474121,-105.330001831055,9350,1170
36.5099983215332,-106.319999694824,9300,316
36.7200012207031,-106.26000213623,10000,532
36.9900016784668,-105.26000213623,10600,665
37.2099990844727,-105.120002746582,10220,857
37.2099990844727,-105.199996948242,10500,430
37.3499984741211,-105.230003356934,10860,829
37.4000015258789,-113.459999084473,8322,1066
37.4700012207031,-106.540000915527,11620,1058
37.4799995422363,-106.800003051758,11000,874
37.4900016784668,-106.839996337891,10200,840
37.4900016784668,-107.51000213623,10880,843
37.4900016784668,-112.51000213623,7465,593
37.4900016784668,-112.580001831055,7792,514
37.4900016784668,-113.849998474121,6065,583
37.5,-113.940002441406,6763,1065
37.5099983215332,-113.400001525879,7982,592
37.5200004577637,-107.319999694824,10740,1160
37.5200004577637,-112.269996643066,8900,907
37.5299987792969,-113.050003051758,9263,561
37.5699996948242,-112.839996337891,9827,626
37.5999984741211,-112.919998168945,8050,1248
37.6100006103516,-105.370002746582,10650,1005
37.6199989318848,-107.029998779297,11250,624
37.6500015258789,-108.01000213623,9100,739
37.6599998474121,-107.800003051758,8920,387
37.6599998474121,-112.73999786377,9607,390
37.6800003051758,-112.860000610352,10039,1154
37.7000007629395,-112.650001525879,8350,1148
37.7099990844727,-107.51000213623,11600,327
37.75,-112.779998779297,8692,1197
37.7900009155273,-108.019996643066,10000,465
37.7900009155273,-108.180000305176,11580,1185
37.7999992370605,-107.919998168945,10200,586
37.810001373291,-109.48999786377,8858,383
37.8400001525879,-111.879997253418,9640,865
37.8499984741211,-105.440002441406,9649,914
37.8699989318848,-109.449996948242,8924,1153
37.8800010681152,-107.360000610352,11100,1188
37.8899993896484,-107.709999084473,11200,713
37.8899993896484,-108.199996948242,9600,589
37.9300003051758,-107.680000305176,9800,538
37.9700012207031,-105.540000915527,10800,773
37.9700012207031,-106.559997558594,11140,1124
37.9799995422363,-110.790000915527,9209,1269
37.9900016784668,-107.199996948242,11560,762
38.0499992370605,-111.339996337891,10018,1249
38.0699996948242,-112.169998168945,9749,1099
38.0699996948242,-119.230003356934,9445,846
38.0800018310547,-110.769996643066,9410,1261
38.1599998474121,-106.599998474121,10020,1059
38.2099990844727,-111.480003356934,9799,452
38.2799987792969,-119.610000610352,9604,574
38.2999992370605,-112.360000610352,10349,339
38.2999992370605,-112.440002441406,8705,621
38.2999992370605,-119.550003051758,7198,575
38.310001373291,-119.599998474121,8770,771
38.4199981689453,-108.379997253418,9400,409
38.439998626709,-119.370002746582,9249,587
38.4799995422363,-109.269996643066,9578,572
38.4799995422363,-109.290000915527,8783,1215
38.4799995422363,-112.389999389648,9101,557
38.5,-112.01000213623,9228,1156
38.5099983215332,-112.019996643066,9853,364
38.5099983215332,-119.629997253418,7736,697
38.5499992370605,-119.800003051758,8661,462
38.6100006103516,-119.919998168945,8067,356
38.6699981689453,-119.610000610352,8306,633
38.6800003051758,-111.599998474121,9414,348
38.6800003051758,-119.959999084473,8017,1049
38.689998626709,-120,8360,1067
38.7200012207031,-119.889999389648,8129,1051
38.7700004577637,-111.680000305176,9623,475
38.7900009155273,-111.690002441406,8396,1184
38.7999992370605,-111.680000305176,7944,495
38.8199996948242,-106.589996337891,9600,680
38.8499984741211,-119.940002441406,7742,508
38.8499984741211,-120.080001831055,7653,463
38.8800010681152,-105.069999694824,11460,1057
38.8800010681152,-112.25,8734,694
38.8899993896484,-106.949996948242,10160,380
38.9300003051758,-120.050003051758,6242,473
38.9500007629395,-112.150001525879,9319,1278
38.9900016784668,-106.75,10640,1141
39,-120.129997253418,7619,724
39.0099983215332,-111.580001831055,9020,691
39.0099983215332,-111.580001831055,9020,691
39.0099983215332,-114.309997558594,10060,1147
39.0200004577637,-107.050003051758,10700,737
39.0299987792969,-106.080001831055,10360,939
39.0499992370605,-107.870002746582,9960,682
39.0499992370605,-111.470001220703,9228,444
39.060001373291,-108.059997558594,10000,622
39.0800018310547,-106.610000610352,10600,542
39.0900001525879,-106.540000915527,10600,369
39.0900001525879,-107.629997253418,9840,675
39.1300010681152,-107.290000915527,9500,618
39.1300010681152,-111.349998474121,9327,1228
39.1300010681152,-111.440002441406,9409,371
39.1399993896484,-111.51000213623,9524,1224
39.1399993896484,-120.220001220703,6745,848
39.1599998474121,-119.900001525879,7884,615
39.1699981689453,-120.150001525879,6797,809
39.189998626709,-120.26000213623,8013,784
39.2400016784668,-111.519996643066,8787,1226
39.25,-119.879997253418,6493,1242
39.2599983215332,-106.629997253418,10110,1101
39.2900009155273,-106.550003051758,10400,547
39.2900009155273,-117.110000610352,8685,337
39.2999992370605,-106.110000610352,11150,938
39.3199996948242,-114.620002746582,9377,334
39.3199996948242,-119.889999389648,8801,652
39.3300018310547,-120.370002746582,6894,428
39.3499984741211,-112.330001831055,7850,1146
39.3600006103516,-106.059997558594,11400,531
39.3800010681152,-106.199996948242,11400,485
39.4199981689453,-111.25,8596,1227
39.4300003051758,-120.309997558594,8338,541
39.439998626709,-105.910003662109,10600,937
39.4500007629395,-111.269996643066,8988,714
39.4500007629395,-115.980003356934,7890,1137
39.4500007629395,-120.290000915527,6980,539
39.4599990844727,-114.650001525879,7537,1155
39.4599990844727,-119.940002441406,8235,340
39.4900016784668,-106.169998168945,10550,415
39.4900016784668,-120.279998779297,6436,540
39.5,-111.730003356934,7206,1217
39.560001373291,-114.629997253418,7775,1150
39.560001373291,-115.839996337891,8017,443
39.5699996948242,-105.800003051758,10960,935
39.5999984741211,-106.51000213623,8500,1041
39.6599998474121,-105.589996337891,10600,936
39.6699981689453,-105.900001525879,11400,602
39.6800003051758,-111.319999694824,8709,612
39.7200012207031,-106.160003662109,9400,802
39.7400016784668,-113.980003356934,9122,1247
39.7599983215332,-105.910003662109,10400,970
39.7599983215332,-107.360000610352,10880,345
39.7999992370605,-105.779998779297,11300,335
39.7999992370605,-106.029998779297,8940,1014
39.8600006103516,-106.419998168945,10520,1120
39.8699989318848,-111.279998779297,8975,399
39.8800010681152,-107.599998474121,9400,378
39.8899993896484,-110.75,9171,543
39.8899993896484,-111.25,7837,400
39.9199981689453,-111.720001220703,7835,1280
39.9300003051758,-111.629997253418,8044,686
39.939998626709,-105.589996337891,9700,564
39.939998626709,-112.410003662109,7401,844
40,-107.23999786377,9700,827
40.0299987792969,-105.580001831055,10300,838
40.0400009155273,-105.540000915527,9910,663
40.0400009155273,-105.75,10620,1187
40.060001373291,-107.01000213623,9080,1061
40.0800018310547,-106.669998168945,8880,607
40.1399993896484,-105.589996337891,9620,1251
40.1599998474121,-111.209999084473,8123,795
40.1699981689453,-107.059997558594,9100,426
40.189998626709,-111.360000610352,7377,1223
40.2000007629395,-105.599998474121,9560,1042
40.2099990844727,-105.569999694824,8600,412
40.2299995422363,-105.919998168945,8720,793
40.2299995422363,-106.599998474121,9240,913
40.2799987792969,-111.610000610352,7774,1039
40.2799987792969,-115.540000915527,8445,417
40.2999992370605,-111.26000213623,8008,435
40.310001373291,-105.639999389648,9500,322
40.3499984741211,-106.089996337891,9540,869
40.3499984741211,-106.379997253418,10960,1030
40.3600006103516,-111.089996337891,7915,432
40.3600006103516,-116.860000610352,7400,1006
40.3800010681152,-115.529998779297,8185,503
40.3899993896484,-106.599998474121,9160,408
40.4000015258789,-105.849998474121,9030,688
40.4000015258789,-105.959999084473,10280,1031
40.4300003051758,-105.730003356934,10700,870
40.4300003051758,-111.620002746582,8140,820
40.439998626709,-112.23999786377,8704,723
40.4599990844727,-112.25,6520,1214
40.4900016784668,-112.610000610352,8295,631
40.5099983215332,-105.769996643066,9980,1123
40.5299987792969,-105.889999389648,10120,551
40.5299987792969,-106.779998779297,8400,457
40.5499992370605,-110.349998474121,8464,1116
40.5499992370605,-110.690002441406,7886,720
40.5699996948242,-112.169998168945,7093,906
40.5800018310547,-105.629997253418,9380,1122
40.5999984741211,-110.430000305176,10128,566
40.5999984741211,-111.580001831055,8766,366
40.6100006103516,-109.889999389648,9553,643
40.6100006103516,-111.099998474121,8280,330
40.6199989318848,-111.529998779297,9230,814
40.6399993896484,-115.379997253418,8051,570
40.6599998474121,-111.639999389648,8963,628
40.6699981689453,-111.220001220703,8532,1225
40.6800003051758,-110.949996948242,9992,828
40.689998626709,-120.610000610352,7208,1277
40.7099990844727,-106.01000213623,9020,1032
40.7200012207031,-109.540000915527,8728,559
40.7400016784668,-109.669998168945,9518,833
40.7400016784668,-110.620002746582,10885,513
40.7599983215332,-111.629997253418,7585,684
40.7700004577637,-110.01000213623,10499,396
40.7999992370605,-110.879997253418,9130,517
40.810001373291,-105.769996643066,10220,438
40.8300018310547,-111.76000213623,6700,972
40.8400001525879,-110.01000213623,10235,1117
40.8400001525879,-110.660003662109,9632,1192
40.8400001525879,-111.709999084473,8161,596
40.8499984741211,-111.050003051758,9171,392
40.8600006103516,-110.800003051758,9133,579
40.8600006103516,-115.120002746582,7760,1244
40.8600006103516,-115.220001220703,6555,1243
40.8699989318848,-111.720001220703,7250,896
40.8800010681152,-106.050003051758,9700,718
40.8800010681152,-117.589996337891,6616,1195
40.8899993896484,-105.660003662109,8920,1161
40.8899993896484,-110.830001831055,8777,992
40.8899993896484,-111.069999694824,8208,393
40.8899993896484,-115.209999084473,7903,453
40.9099998474121,-110.5,10158,790
40.9199981689453,-110.190002441406,9168,528
40.9300003051758,-111.809997558594,7740,971
40.9500007629395,-110.480003356934,9500,521
40.9599990844727,-110.580001831055,8869,1162
40.9700012207031,-111.809997558594,7902,474
40.9799995422363,-110.849998474121,8000,1135
40.9900016784668,-111.819999694824,6779,1054
41,-106.910003662109,8950,859
41.0499992370605,-107.269996643066,7440,317
41.0699996948242,-106.940002441406,8915,1047
41.1599998474121,-106.930000305176,9250,852
41.2200012207031,-111.360000610352,6082,1118
41.2299995422363,-105.379997253418,8330,1045
41.2299995422363,-116.029998779297,6325,811
41.2400016784668,-106.230003356934,9574,1046
41.2400016784668,-120.790000915527,6190,301
41.25,-111.410003662109,7220,1145
41.2999992370605,-107.150001525879,8880,449
41.310001373291,-111.449996948242,8199,533
41.3199996948242,-116.339996337891,7700,1136
41.3300018310547,-106.5,8440,772
41.3600006103516,-111.48999786377,8215,1056
41.3800010681152,-111.919998168945,5972,333
41.3800010681152,-111.940002441406,7689,332
41.4000015258789,-107.26000213623,7850,1015
41.4099998474121,-111.540000915527,8302,455
41.4099998474121,-111.830001831055,6548,582
41.4700012207031,-111.5,8932,634
41.4900016784668,-119,7615,1194
41.5200004577637,-117.629997253418,6395,569
41.5499992370605,-116.01000213623,7377,548
41.5800018310547,-115.930000305176,6798,1262
41.5800018310547,-120.300003051758,7030,391
41.6599998474121,-115.319999694824,7285,454
41.6699981689453,-117.569999694824,8503,498
41.6800003051758,-111.419998168945,7987,374
41.7400016784668,-115.470001220703,7350,746
41.75,-117.529998779297,6930,373
41.7599983215332,-115.690002441406,6898,336
41.7799987792969,-116.029998779297,6682,573
41.7900009155273,-111.550003051758,7406,1013
41.8199996948242,-116.099998474121,7031,476
41.8300018310547,-115.449996948242,8040,321
41.8600006103516,-111.51000213623,8270,1098
41.8699989318848,-115.25,8360,698
41.8899993896484,-111.569999694824,6332,1113
41.8899993896484,-120.75,5170,977
41.9000015258789,-111.629997253418,8474,823
41.9199981689453,-111.470001220703,7705,1114
41.9199981689453,-113.410003662109,8964,1151
41.9700012207031,-111.599998474121,7250,1115
41.9700012207031,-118.190002441406,6260,445
41.9900016784668,-120.180000305176,7360,446
41.9900016784668,-120.720001220703,5680,1258
42.0099983215332,-115,7120,871
42.0499992370605,-111.599998474121,8140,484
42.0499992370605,-122.849998474121,6050,341
42.0800018310547,-123.339996337891,5130,343
42.1300010681152,-120.839996337891,5770,794
42.1500015258789,-110.680000305176,7840,509
42.1599998474121,-114.190002441406,7500,359
42.1800003051758,-114.290000915527,6880,610
42.2099990844727,-121.129997253418,4890,945
42.2200012207031,-122.370002746582,4580,1158
42.2599983215332,-112.129997253418,6740,677
42.2700004577637,-110.809997558594,8180,554
42.2799987792969,-105.580001831055,7900,872
42.3199996948242,-113.620002746582,7980,534
42.3199996948242,-120.830001831055,5720,706
42.3600006103516,-111.559997558594,7390,471
42.3800010681152,-122.349998474121,4660,479
42.4099998474121,-111.169998168945,6930,493
42.4099998474121,-121.680000305176,6830,1077
42.4099998474121,-122.269996643066,5280,344
42.439998626709,-122.230003356934,5970,483
42.4900016784668,-110.529998779297,8060,765
42.5099983215332,-110.910003662109,7640,730
42.5200004577637,-111.959999084473,7850,741
42.5299987792969,-122.180000305176,5940,406
42.560001373291,-111.300003051758,7225,761
42.5699996948242,-106.089996337891,8400,716
42.5800018310547,-109.089996337891,9000,1134
42.5900001525879,-108.900001525879,9700,923
42.5999984741211,-116.559997558594,5730,654
42.6399993896484,-120.949996948242,6180,1010
42.6500015258789,-109.26000213623,9080,342
42.6500015258789,-110.809997558594,7670,419
42.689998626709,-121.430000305176,5030,810
42.7000007629395,-108.900001525879,8700,826
42.7000007629395,-120.800003051758,7080,800
42.7000007629395,-122.139999389648,5700,745
42.7200012207031,-123.199996948242,4340,558
42.75,-118.690002441406,6990,759
42.7599983215332,-110.589996337891,8500,831
42.7599983215332,-112.480003356934,6490,867
42.7599983215332,-116.900001525879,6500,774
42.7900009155273,-121.980003356934,5400,1078
