lat,lon,elev,sid
42.8199996948242,-110.839996337891,8080,868
42.8699989318848,-109.089996337891,10100,525
42.8699989318848,-122.169998168945,6010,1000
42.9500007629395,-111.360000610352,6800,770
42.9599990844727,-110.610000610352,8650,353
42.9599990844727,-121.180000305176,5740,756
43.0299987792969,-109.169998168945,8620,786
43.1100006103516,-109.949996948242,8340,661
43.1300010681152,-110.199996948242,7930,460
43.1699981689453,-110.139999389648,8240,597
43.189998626709,-122.139999389648,5280,442
43.2299995422363,-121.809997558594,4850,395
43.2299995422363,-122.430000305176,3240,1044
43.25,-110.019996643066,7740,555
43.2700004577637,-115.349998474121,5710,382
43.2799987792969,-109.449996948242,9630,405
43.2900009155273,-116.849998474121,5600,2029
43.3400001525879,-110.430000305176,6770,497
43.4500007629395,-122.139999389648,5610,801
43.4799995422363,-114.830001831055,5740,769
43.5,-109.75,9370,585
43.5099983215332,-115.569999694824,4800,704
43.5099983215332,-121.980003356934,4910,660
43.5200004577637,-110.910003662109,8200,689
43.5699996948242,-111.209999084473,6720,695
43.5900001525879,-122.059997558594,5100,388
43.6100006103516,-113.930000305176,6560,492
43.6100006103516,-122.120002746582,4220,729
43.6300010681152,-113.970001220703,7640,805
43.6300010681152,-115.440002441406,7770,830
43.6599998474121,-109.01000213623,8975,676
43.6599998474121,-122.209999084473,2680,710
43.6699981689453,-109.379997253418,8400,1130
43.6699981689453,-122.569999694824,4930,529
43.7000007629395,-109.669998168945,8750,379
43.7099990844727,-114.160003662109,7620,537
43.7400016784668,-113.940002441406,7900,320
43.75,-110.059997558594,9580,822
43.7599983215332,-115.23999786377,7580,306
43.7599983215332,-116.099998474121,6340,978
43.7700004577637,-114.419998168945,6310,895
43.7799987792969,-110.930000305176,9260,1082
43.7999992370605,-114.849998474121,8960,845
43.7999992370605,-121.949996948242,5540,545
43.8199996948242,-114.26000213623,7900,601
43.8600006103516,-114.209999084473,7430,792
43.8699989318848,-114.709999084473,8780,490
43.8800010681152,-114.669998168945,7470,489
43.8899993896484,-107.059997558594,8200,325
43.9000015258789,-122.029998779297,4950,719
43.9300003051758,-115.669998168945,6100,637
43.9500007629395,-110.449996948242,7060,314
43.9500007629395,-115.269996643066,5690,496
43.9500007629395,-119.540000915527,6230,767
44.0099983215332,-118.839996337891,5290,721
44.0200004577637,-113.470001220703,8000,524
44.0499992370605,-115.440002441406,7070,550
44.1100006103516,-103.980003356934,6890,354
44.1300010681152,-110.669998168945,6920,764
44.1300010681152,-110.830001831055,7265,499
44.1399993896484,-121.639999389648,5690,815
44.1599998474121,-107.129997253418,9480,703
44.2099990844727,-103.790000915527,6130,920
44.2099990844727,-110.669998168945,7850,577
44.2099990844727,-118.639999389648,5240,563
44.2099990844727,-121.870002746582,4770,619
44.25,-118.519996643066,5870,357
44.2599983215332,-106.980003356934,8360,512
44.2599983215332,-119.019996643066,5250,789
44.2900009155273,-115.660003662109,5400,423
44.2999992370605,-109.23999786377,8760,616
44.2999992370605,-115.230003356934,7040,312
44.2999992370605,-122.040000915527,3270,1167
44.3300018310547,-122.089996337891,4720,1166
44.3499984741211,-107.01000213623,8720,1132
44.3699989318848,-110.580001831055,7980,816
44.3800010681152,-109.790000915527,9780,350
44.3800010681152,-116.339996337891,4920,979
44.3899993896484,-122.169998168945,3520,552
44.4099998474121,-113.400001525879,7440,636
44.4199981689453,-111.389999389648,6290,546
44.4199981689453,-121.860000610352,4790,526
44.4300003051758,-120.330001831055,5430,671
44.439998626709,-111.98999786377,6900,424
44.439998626709,-113.319999694824,9150,620
44.439998626709,-121.949996948242,3740,733
44.4500007629395,-119.930000305176,5850,440
44.4599990844727,-110.139999389648,7120,807
44.4799995422363,-110.160003662109,8420,806
44.4900016784668,-104.410003662109,5910,982
44.5,-107.430000305176,9580,751
44.5099983215332,-111.129997253418,8170,347
44.5200004577637,-122.089996337891,3690,434
44.5299987792969,-111.410003662109,7710,860
44.5400009155273,-107.180000305176,8870,1131
44.5400009155273,-115.559997558594,6860,439
44.5800018310547,-107.199996948242,7990,931
44.5900001525879,-111.120002746582,7750,609
44.5900001525879,-111.819999694824,7400,568
44.5900001525879,-121.970001220703,2590,614
44.6100006103516,-111.150001525879,6800,858
44.6100006103516,-116.980003356934,6180,324
44.6100006103516,-122.230003356934,4020,584
44.6300010681152,-115.790000915527,6560,338
44.6500015258789,-109.779998779297,9200,472
44.6599998474121,-111.089996337891,6700,924
44.6599998474121,-118.430000305176,5150,821
44.6800003051758,-107.580001831055,9350,358
44.7200012207031,-110.51000213623,7870,384
44.7299995422363,-109.910003662109,9400,683
44.7599983215332,-118.309997558594,5410,494
44.7700004577637,-116.25,6240,782
44.7900009155273,-112.059997558594,7800,448
44.7900009155273,-116.089996337891,4890,1016
44.7999992370605,-107.839996337891,9380,309
44.810001373291,-107.410003662109,6870,818
44.8300018310547,-118.190002441406,5850,361
44.8400001525879,-114.269996643066,7600,639
44.8499984741211,-113.839996337891,8630,915
44.8699989318848,-118.110000610352,5510,464
44.939998626709,-109.569999694824,9360,326
44.9500007629395,-111.360000610352,7850,328
44.9500007629395,-116.139999389648,5350,319
44.9599990844727,-111.290000915527,9000,385
44.9799995422363,-111.949996948242,7000,753
44.9900016784668,-113.440002441406,8100,576
45,-117.169998168945,5400,736
45.0099983215332,-110.01000213623,7350,670
45.0400009155273,-116.129997253418,6250,370
45.0400009155273,-121.930000305176,3420,687
45.0699996948242,-116.449996948242,5560,855
45.0699996948242,-118.150001525879,5630,873
45.0800018310547,-117.550003051758,5740,812
45.0999984741211,-121.75,3400,398
45.1100006103516,-119.5,5150,608
45.1500015258789,-118.220001220703,5150,331
45.1699981689453,-113.5,7600,355
45.189998626709,-109.349998474121,7850,407
45.189998626709,-115.970001220703,6540,740
45.189998626709,-118.550003051758,4830,422
45.189998626709,-119.25,5770,304
45.189998626709,-121.690002441406,3810,401
45.2099990844727,-117.190002441406,7400,302
45.2400016784668,-109.459999084473,5880,981
45.25,-121.73999786377,4070,655
45.25,-123.279998779297,420,1084
45.2700004577637,-110.25,6670,363
45.2700004577637,-110.25,6670,363
45.2700004577637,-117.169998168945,7910,653
45.2700004577637,-117.690002441406,5760,647
45.2700004577637,-118.849998474121,4970,605
45.3199996948242,-121.720001220703,5370,651
45.3600006103516,-118.470001220703,4530,362
45.4000015258789,-110.959999084473,8100,754
45.4099998474121,-112.959999084473,8300,656
45.4199981689453,-110.089996337891,8830,696
45.4300003051758,-121.860000610352,3650,351
45.4500007629395,-122.029998779297,2690,925
45.4599990844727,-121.699996948242,4410,712
45.5,-110.080001831055,6335,1105
45.5,-110.970001220703,6860,578
45.5099983215332,-111.919998168945,7900,603
45.5299987792969,-123.300003051758,2060,743
45.5400009155273,-123.370002746582,3110,726
45.5499992370605,-122,3060,666
45.560001373291,-118.449996948242,3800,470
45.6199989318848,-121.699996948242,3310,504
45.6699981689453,-113.949996948242,6200,638
45.689998626709,-113.970001220703,7940,727
45.7000007629395,-115.230003356934,6320,650
45.7000007629395,-118.110000610352,4920,523
45.8699989318848,-110.930000305176,6550,929
45.8899993896484,-110.940002441406,7320,365
45.9000015258789,-122.220001220703,2500,1109
45.9799995422363,-117.949996948242,5580,1079
45.9900016784668,-120.680000305176,3960,1231
45.9900016784668,-120.809997558594,5360,1129
46.0900001525879,-110.430000305176,8100,725
46.0900001525879,-121.76000213623,4290,804
46.0999984741211,-121.959999084473,2140,1104
46.1100006103516,-110.470001220703,6500,700
46.1199989318848,-117.849998474121,5530,824
46.1300010681152,-113.309997558594,7200,930
46.1399993896484,-114.449996948242,5600,835
46.1399993896484,-114.51000213623,6400,836
46.1500015258789,-122.150001525879,3440,553
46.1599998474121,-122.180000305176,4440,1012
46.1800003051758,-113.849998474121,5780,433
46.1800003051758,-117.540000915527,5700,984
46.1800003051758,-121.930000305176,3400,776
46.189998626709,-122.25,3990,748
46.2400016784668,-117.389999389648,4000,985
46.2599983215332,-122.180000305176,3520,777
46.2700004577637,-121.959999084473,3930,591
46.3199996948242,-121.940002441406,4440,1263
46.3499984741211,-111.849998474121,6880,893
46.3499984741211,-121.51000213623,4510,702
46.3600006103516,-121.080001831055,5120,599
46.4099998474121,-113.430000305176,7210,349
46.439998626709,-112.190002441406,6480,487
46.4700012207031,-113.389999389648,5600,410
46.4700012207031,-114.629997253418,6190,735
46.4799995422363,-110.709999084473,7600,1106
46.4900016784668,-115.800003051758,3080,1142
46.5499992370605,-121.169998168945,5920,502
46.560001373291,-111.290000915527,7950,360
46.560001373291,-115.290000915527,5960,425
46.5699996948242,-115.73999786377,4600,747
46.5800018310547,-111.269996643066,6650,690
46.6199989318848,-121.389999389648,5800,692
46.6300010681152,-114.580001831055,5240,588
46.6399993896484,-121.379997253418,4440,863
46.6399993896484,-121.830001831055,3770,1257
46.6699981689453,-110.330001831055,7600,919
46.7599983215332,-115.300003051758,6280,411
46.7799987792969,-121.75,5130,679
46.7900009155273,-109.51000213623,6050,427
46.810001373291,-116.849998474121,4700,989
46.810001373291,-121.330001831055,4610,375
46.8400001525879,-116.120002746582,5690,466
46.8699989318848,-113.279998779297,6250,657
46.8800010681152,-113.319999694824,4680,604
46.9099998474121,-110.849998474121,7410,1008
46.9099998474121,-121.480003356934,5410,642
46.9300003051758,-110.900001525879,6550,1009
46.9300003051758,-121.949996948242,3160,941
46.9500007629395,-116.339996337891,3200,752
46.9799995422363,-115.029998779297,6050,530
47.0400009155273,-121.940002441406,4170,942
47.060001373291,-112.599998474121,5200,413
47.0699996948242,-121.589996337891,2250,928
47.0800018310547,-112.730003356934,6950,414
47.1500015258789,-116.269996643066,4510,623
47.1599998474121,-121.419998168945,4640,1068
47.1800003051758,-114.330001831055,6150,783
47.2000007629395,-121.779998779297,3900,1069
47.2299995422363,-120.290000915527,5480,832
47.2700004577637,-113.76000213623,6330,667
47.2700004577637,-121.339996337891,3850,788
47.2799987792969,-120.48999786377,5390,507
47.2799987792969,-121.470001220703,3230,897
47.2799987792969,-121.669998168945,3200,420
47.2900009155273,-120.370002746582,4330,841
47.2999992370605,-121.599998474121,3810,911
47.3300018310547,-121.470001220703,2990,899
47.3499984741211,-120.680000305176,4240,352
47.3600006103516,-121.569999694824,2920,898
47.3699989318848,-121.440002441406,4030,672
